model,name,desc,cat1,cat2,cat3,cat4,quantity,price,manufacturer,manufacturer_pb,weight,unit
101519,"""CW SLEEK MYSTIQUE FAST FIXX Leave in reg 270ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,31,1507,"""TIGI""","""CATWALK""",0.309,"""kom"""
101544,"""Promocija BH WHO'S THAT LADY?""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,2,1760,"""TIGI""","""PROMOCIJE""",0.719,"""kom"""
101545,"""Promocija CW FASHIONABLY GREAT""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,77,1760,"""TIGI""","""PROMOCIJE""",0.69,"""kom"""
101547,"""RK DIRTY SECRET Suvi regenerator za kosu 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,20,1411,"""TIGI""","""ROCKAHOLIC""",0.279,"""kom"""
101548,"""RK ROCK MY WORLD Krema za kosu 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,1,1210,"""TIGI""","""ROCKAHOLIC""",0.146,"""kom"""
101549,"""BH STYLESHOTS EPIC VOLUME Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,55,1331,"""TIGI""","""BED HEAD""",0.287,"""kom"""
101550,"""SPHERIQUE Šampon za rekonstrukciju kose 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,42,671,"""ALTER EGO""","""SPHERIQUE""",0.305,"""kom"""
101551,"""SPHERIQUE Šampon za rekonstrukciju kose 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,21,1193,"""ALTER EGO""","""SPHERIQUE""",1.123,"""kom"""
101552,"""SPHERIQUE Bio serum za rekonstrukciju kose 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""NEGA PROBLEMATIČNE KOSE I KOŽE GLAVE""",,29,2068,"""ALTER EGO""","""SPHERIQUE""",1.077,"""kom"""
101553,"""SPHERIQUE Krema za rekonstrukciju kose 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,14,757,"""ALTER EGO""","""SPHERIQUE""",0.277,"""kom"""
101554,"""SPHERIQUE Krema za rekonstrukciju kose 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,25,1892,"""ALTER EGO""","""SPHERIQUE""",1.043,"""kom"""
101594,"""CW YOUR HIGHNESS ELEVATING Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,5,5357,"""TIGI""","""CATWALK""",2.222,"""kom"""
101595,"""CW YOUR HIGHNESS NOURISHING Regenerator 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,13,6093,"""TIGI""","""CATWALK""",2.079,"""kom"""
101596,"""CW CURLESQUE DEFINING Šampon za kosu 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,11,5357,"""TIGI""","""CATWALK""",2.268,"""kom"""
101597,"""CW CURLESQUE HYDRATING Regenerator  2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,16,6093,"""TIGI""","""CATWALK""",2.177,"""kom"""
101555,"""BH STYLESHOTS EPIC VOLUME Šampon 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,35,2178,"""TIGI""","""BED HEAD""",0.845,"""kom"""
101556,"""BH STYLESHOTS EPIC VOLUME Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,17,4531,"""TIGI""","""BED HEAD""",2.395,"""kom"""
101557,"""BH STYLESHOTS EPIC VOLUME Regenerator 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,27,1507,"""TIGI""","""BED HEAD""",0.23,"""kom"""
101558,"""BH STYLESHOTS EPIC VOLUME Regenerator 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,15,3343,"""TIGI""","""BED HEAD""",0.814,"""kom"""
101559,"""BH STYLESHOTS HI-DEF CURLS Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,25,1331,"""TIGI""","""BED HEAD""",0.29,"""kom"""
101560,"""BH STYLESHOTS HI-DEF CURLS Šampon 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,17,2178,"""TIGI""","""BED HEAD""",0.852,"""kom"""
101644,"""KRYSTAL MILK  Krema za sve tipove kose 50ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,72,965,"""ALTER EGO""","""KRYSTAL MILK""",0.092,"""kom"""
101645,"""KRYSTAL MILK  Krema za ravnu kosu 50ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,70,965,"""ALTER EGO""","""KRYSTAL MILK""",0.105,"""kom"""
101646,"""KRYSTAL MILK  Krema za kovrdžavu kosu 50ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,27,965,"""ALTER EGO""","""KRYSTAL MILK""",0.103,"""kom"""
101677,"""Promocija PARTY HARDER""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,1,3321,"""TIGI""","""PROMOCIJE""",0.332,"""kom"""
101678,"""Promocija CURLESQUE TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,0,2860,"""TIGI""","""PROMOCIJE""",1.775,"""kom"""
101679,"""Promocija YOUR HIGHNESS TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,34,2860,"""TIGI""","""PROMOCIJE""",1.764,"""kom"""
101746,"""TECHNOFRUIT korektor za kosu BLUE 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",39,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101747,"""TECHNOFRUIT korektor za kosu YELLOW 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",48,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101748,"""TECHNOFRUIT korektor za kosu ORANGE 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",15,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101749,"""TECHNOFRUIT korektor za kosu RED 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",3,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101750,"""TECHNOFRUIT korektor za kosu VIOLET 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",31,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101760,"""CW SESSION SERIES Stajling krema za kosu 150ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,24,1694,"""TIGI""","""CATWALK""",0.168,"""kom"""
101761,"""CW SESSION SERIES Wet look gel za kosu 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,54,1529,"""TIGI""","""CATWALK""",0.23,"""kom"""
101685,"""TECHNOFRUIT boja za kosu 1/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",73,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101686,"""TECHNOFRUIT boja za kosu 3/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",64,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101687,"""TECHNOFRUIT boja za kosu 4/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",157,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101688,"""TECHNOFRUIT boja za kosu 8/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",132,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101689,"""TECHNOFRUIT boja za kosu 9/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",80,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101690,"""TECHNOFRUIT boja za kosu 10/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",71,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101691,"""TECHNOFRUIT boja za kosu 5/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",76,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101692,"""TECHNOFRUIT boja za kosu 6/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",81,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101693,"""TECHNOFRUIT boja za kosu 8/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",101,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101694,"""TECHNOFRUIT boja za kosu 9/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",97,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101695,"""TECHNOFRUIT boja za kosu 5/31 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",14,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101696,"""TECHNOFRUIT boja za kosu 7/31 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",23,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101697,"""TECHNOFRUIT boja za kosu 9/31 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",39,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101698,"""TECHNOFRUIT boja za kosu 10/31 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",21,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101699,"""TECHNOFRUIT boja za kosu 6/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",52,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101700,"""TECHNOFRUIT boja za kosu 7/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",44,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101701,"""TECHNOFRUIT boja za kosu 8/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",23,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101702,"""TECHNOFRUIT boja za kosu 9/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",23,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101703,"""TECHNOFRUIT boja za kosu 10/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",28,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101704,"""TECHNOFRUIT boja za kosu 7/34 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",21,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101705,"""TECHNOFRUIT boja za kosu 4/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",7,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101706,"""TECHNOFRUIT boja za kosu 5/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",86,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101707,"""TECHNOFRUIT boja za kosu 7/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",105,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101708,"""TECHNOFRUIT boja za kosu 8/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",150,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101709,"""TECHNOFRUIT boja za kosu 9/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",86,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101710,"""TECHNOFRUIT boja za kosu 10/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",28,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101711,"""TECHNOFRUIT boja za kosu 9/04 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",34,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101712,"""TECHNOFRUIT boja za kosu 10/04 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",24,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101713,"""TECHNOFRUIT boja za kosu 5/43 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",32,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101714,"""TECHNOFRUIT boja za kosu 6/43 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",30,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101715,"""TECHNOFRUIT boja za kosu 7/43 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",76,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101716,"""TECHNOFRUIT boja za kosu 4/4 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",12,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101717,"""TECHNOFRUIT boja za kosu 5/4 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",51,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101718,"""TECHNOFRUIT boja za kosu 6/4 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",6,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101719,"""TECHNOFRUIT boja za kosu 7/4 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",41,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101720,"""TECHNOFRUIT boja za kosu 8/4 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",64,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101721,"""TECHNOFRUIT boja za kosu 7/44 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",91,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101722,"""TECHNOFRUIT boja za kosu 5/46 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",46,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101723,"""TECHNOFRUIT boja za kosu 6/46 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",29,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101724,"""TECHNOFRUIT boja za kosu 3/6 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",24,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101725,"""TECHNOFRUIT boja za kosu 4/6 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",9,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101726,"""TECHNOFRUIT boja za kosu 5/6 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",4,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101727,"""TECHNOFRUIT boja za kosu 6/6 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",9,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101728,"""TECHNOFRUIT boja za kosu 4/5 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",24,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101729,"""TECHNOFRUIT boja za kosu 5/5 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",19,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101730,"""TECHNOFRUIT boja za kosu 6/5 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",4,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101731,"""TECHNOFRUIT boja za kosu 4/51 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",81,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101732,"""TECHNOFRUIT boja za kosu 5/51 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",36,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101733,"""TECHNOFRUIT boja za kosu 6/51 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",54,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101734,"""TECHNOFRUIT boja za kosu 7/51 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",45,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101735,"""TECHNOFRUIT boja za kosu 2/20 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",50,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101736,"""TECHNOFRUIT boja za kosu 3/22 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",21,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101762,"""CW SESSION SERIES Salt sprej za kosu 270ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,23,1837,"""TIGI""","""CATWALK""",0.325,"""kom"""
101763,"""CW SESSION SERIES Vosak za kosu 50gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,26,1529,"""TIGI""","""CATWALK""",0.79,"""kom"""
101737,"""TECHNOFRUIT boja za kosu 4/22 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",31,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101738,"""TECHNOFRUIT boja za kosu 5/22 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101739,"""TECHNOFRUIT boja za kosu 4/551 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",44,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101740,"""TECHNOFRUIT boja za kosu 5/626 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",16,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101741,"""TECHNOFRUIT boja za kosu 6/656 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",47,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101742,"""TECHNOFRUIT boja za kosu 7/446 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",56,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101743,"""TECHNOFRUIT boja za kosu 11/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",65,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101744,"""TECHNOFRUIT boja za kosu 11/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",26,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101745,"""TECHNOFRUIT korektor za kosu NEUTRO 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",33,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101764,"""CW SESSION SERIES WORK IT Lak za kosu 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,44,1551,"""TIGI""","""CATWALK""",0.29,"""kom"""
101765,"""CW SESSION SERIES Finiš lak za kosu 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,21,1551,"""TIGI""","""CATWALK""",0.282,"""kom"""
101766,"""CW SESSION SERIES Suvi šampon za kosu 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,44,1694,"""TIGI""","""CATWALK""",0.195,"""kom"""
101767,"""Promocija EPIC VOLUME TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,2,2860,"""TIGI""","""PROMOCIJE""",1.689,"""kom"""
101998,"""Promocija CW SESSION S Suvi šampon za kosu 60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,1,715,"""TIGI""","""PROMOCIJE""",0.074,"""kom"""
101768,"""Promocija HI-DEF CURLS TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,0,2860,"""TIGI""","""PROMOCIJE""",1.687,"""kom"""
